movie_title,release_date,genre
The Comebacks,19-Oct-07,"Sport,Comedy"
Offside,23-Mar-07,"Drama,Sport,Comedy"
The Kitchen,9-Aug-19,"Action,Drama,Comedy,Crime"
Mesrine: Public Enemy No. 1,3-Sep-10,"Action,Biography,Drama,Thriller,Crime"
Daddy's Little Girls,14-Feb-07,"Drama,Romance"
To Be and to Have,19-Sep-03,"Family,Documentary"
Rams,3-Feb-16,Drama
Amanda Knox,30-Sep-16,"Crime,Documentary"
Life of Crime,29-Aug-14,"Comedy,Crime"
Hysteria,18-May-12,"Comedy,Romance"
Red Riding Trilogy,3-Mar-09,"Drama,Mystery,Crime"
Babies,7-May-10,Documentary
Dirty Wars,7-Jun-13,"Drama,Documentary"
"Like Father, Like Son",17-Jan-14,Drama
Red Road,13-Apr-07,"Drama,Mystery,Thriller"
Caramel,1-Feb-08,"Drama,Comedy,Romance"
Boy A,23-Jul-08,"Drama,Romance,Crime"
Swimming Pool,2-Jul-03,"Drama,Mystery,Thriller,Crime"
Hearts Beat Loud,8-Jun-18,"Drama,Music"
Cutie and the Boxer,16-Aug-13,Documentary
De Palma,10-Jun-16,"Biography,Documentary"
The Witches of Eastwick,12-Jun-87,"Fantasy,Horror,Comedy"
Jack Goes Boating,17-Sep-10,"Comedy,Romance"
Must Love Dogs,29-Jul-05,"Comedy,Romance"
The Nut Job 2: Nutty by Nature,11-Aug-17,"Adventure,Comedy,Animation,Family"
Finding Vivian Maier,28-Mar-14,Documentary
Traffik,20-Apr-18,Thriller
Henry V,8-Nov-89,"Action,Drama,History,Romance,War"
Equity,29-Jul-16,Drama
L.A. Story,8-Feb-91,"Drama,Fantasy,Comedy,Romance"
Young & Beautiful,25-Apr-14,Drama
"OSS 117: Cairo, Nest of Spies",9-May-08,"Adventure,Comedy,Crime"
Savage Grace,30-May-08,Drama
Taboo,6-Oct-00,"Drama,History"
Starter for 10,23-Feb-07,"Drama,Comedy,Romance"
Film Stars Don't Die in Liverpool,29-Dec-17,"Biography,Drama,Romance"
Code 46,6-Aug-04,"Sci-Fi,Drama,Thriller,Romance"
The Riot Club,27-Mar-15,"Drama,Thriller"
Stephen King’s A Good Marriage,3-Oct-14,Thriller
Red Army,14-Nov-14,"Biography,History,Sport,Documentary"
The Last Days of Disco,29-May-98,"Drama,Comedy,Romance,Music"
Kicking and Screaming,6-Oct-95,"Drama,Comedy"
Desperately Seeking Susan,12-Apr-85,"Drama,Comedy"
Hamlet,12-May-00,"Drama,Thriller,Romance"
"Farewell, My Queen",13-Jul-12,"Drama,History"
Happy Accidents,24-Aug-01,"Sci-Fi,Comedy,Romance"
December Boys,14-Sep-07,"Drama,Romance"
Space Station 76,19-Sep-14,"Sci-Fi,Drama,Comedy"
Manhattan Night,20-May-16,"Drama,Mystery,Thriller,Crime"
Good Deeds,24-Feb-12,"Drama,Comedy,Romance"
Custody,29-Jun-18,Drama
IMAX: Hubble 3D,19-Mar-10,Documentary
Born Into Brothels: Calcutta's Red Light Kids,8-Dec-04,Documentary
Yakuza Apocalypse,9-Oct-15,"Action,Horror,Comedy"
Breathe In,28-Mar-14,"Drama,Romance"
That Sugar Film,31-Jul-15,Documentary
"Life, Animated",1-Jul-16,"Drama,Romance,Animation,Family,Documentary"
True Crime,19-Mar-99,"Drama,Mystery,Thriller,Crime"
Simon Sez,24-Sep-99,"Action,Comedy"
When We Were Kings,25-Oct-96,"History,Sport,Documentary"
Eve's Bayou,7-Nov-97,Drama
Waste Land,29-Oct-10,Documentary
Tanna,16-Sep-16,"Drama,Romance"
The Clovehitch Killer,16-Nov-18,"Drama,Mystery,Thriller,Horror"
Escape from Alcatraz,22-Jun-79,"Biography,Drama,Thriller,Crime"
Humpday,10-Jul-09,Comedy
Penguins,17-Apr-19,Documentary
Black '47,28-Sep-18,"Action,Drama"
Learning to Drive,21-Aug-15,"Drama,Comedy,Romance"
The Dinner Game,25-Jun-99,Comedy
Jindabyne,27-Apr-07,"Drama,Mystery,Thriller,Crime"
Heartbreaker,10-Sep-10,"Comedy,Romance"
A.C.O.D.,4-Oct-13,Comedy
The Son,10-Jan-03,Drama
Iris,29-Apr-15,"Biography,History,Documentary"
Gandhi,25-Feb-83,"Biography,Drama,History"
Patriot Games,5-Jun-92,"Action,Thriller"
All Saints,25-Aug-17,Drama
The Cured,23-Feb-18,"Sci-Fi,Drama,Horror"
Harrison's Flowers,15-Mar-02,"Drama,Romance,War"
Hangman,22-Dec-17,"Mystery,Thriller,Crime"
Rocco and His Brothers (re-release),5-Jul-02,"Drama,Crime"
Everlasting Moments,6-Mar-09,Drama
Into Great Silence,28-Feb-07,Documentary
O'Horten,22-May-09,"Drama,Comedy"
The Client,20-Jul-94,"Drama,Mystery,Thriller,Crime"
Beauty Shop,30-Mar-05,Comedy
Divine Secrets of the Ya-Ya Sisterhood,7-Jun-02,Comedy
Nobody's Fool,2-Nov-18,"Drama,Comedy,Romance"
Together,24-Aug-01,"Drama,Comedy"
Time Out of Mind,9-Sep-15,Drama
Aliens of the Deep,28-Jan-05,Documentary
The Eclipse,26-Mar-10,"Drama,Horror,Romance"
Dark Horse,8-Jun-12,Drama
"Bless Me, Ultima",22-Feb-13,"Drama,War"
We Have a Pope,6-Apr-12,"Drama,Comedy"
Chinese Puzzle,16-May-14,"Drama,Comedy,Romance"
Life,4-Dec-15,"Biography,Drama"
The People vs. George Lucas,6-May-11,"Comedy,Documentary"
Eat That Question: Frank Zappa in His Own Words,24-Jun-16,"Biography,Music,Documentary"
Cookie's Fortune,2-Apr-99,"Drama,Comedy"
Land Ho!,11-Jul-14,"Adventure,Comedy"
Kabluey,4-Jul-08,Comedy
Good Dick,10-Oct-08,"Drama,Comedy,Romance"
Valentin,7-May-04,Drama
The Happiest Day in the Life of Olli Mäki,21-Apr-17,"Biography,Drama,Sport,Romance"
Rivers and Tides: Andy Goldsworthy Working with Time,2-Jan-02,Documentary
Stranded: I've Come from a Plane That Crashed on the Mountains,22-Oct-08,Documentary
Gilles' Wife,16-Nov-05,Drama
Disgrace,18-Sep-09,Drama
The Fallen,8-Mar-06,"Action,Drama,War"
Harvard Beats Yale 29-29,19-Nov-08,"Biography,Sport,War,Documentary"
Standard Operating Procedure,25-Apr-08,"Crime,War,Documentary"
Tears of the Black Tiger,12-Jan-07,"Action,Comedy,Romance"
The Returned,14-Feb-14,"Drama,Thriller,Horror"
JeruZalem,22-Jan-16,Horror
The Blue Angel (re-release),13-Jul-01,"Drama,Musical"
Open Hearts,21-Feb-03,"Drama,Romance"
Bobby Fischer Against the World,9-Sep-11,"Biography,Sport,Documentary"
In This World,19-Sep-03,Drama
Peggy Sue Got Married,10-Oct-86,"Drama,Fantasy,Comedy,Romance"
The Ivory Game,4-Nov-16,Documentary
Honeydripper,28-Dec-07,"Drama,Music"
Looking for Comedy in the Muslim World,20-Jan-06,Comedy
The Loss of a Teardrop Diamond,30-Dec-09,"Drama,Romance"
Kettle of Fish,6-Oct-06,"Comedy,Romance"
Honeyland,26-Jul-19,"Drama,Documentary"
Hilary and Jackie,30-Dec-98,"Biography,Drama,Music"
Touch the Sound: A Sound Journey with Evelyn Glennie,7-Sep-05,Documentary
In Bloom,10-Jan-14,Drama
The Other Son,26-Oct-12,Drama
The Names of Love,24-Jun-11,Comedy
The Truth About Charlie,25-Oct-02,"Mystery,Thriller"
A Love Divided,1-Jun-01,"Biography,Romance"
Not Forgotten,11-Sep-09,Thriller
Broken Horses,10-Apr-15,"Drama,Mystery,Thriller,Crime"
To Live and Die in L.A.,1-Nov-85,"Action,Drama,Thriller,Crime"
Father of My Children,28-May-10,Drama
An Unreasonable Man,31-Jan-07,"Biography,Documentary"
The Retrieval,2-Apr-14,"Drama,History,Western"
The Deserted Station,3-Dec-04,Drama
Re-Animator,18-Oct-85,"Sci-Fi,Horror,Comedy"
Diplomacy,15-Oct-14,Drama
Dig Two Graves,24-Mar-17,"Mystery,Thriller,Fantasy,Horror"
"Life, Above All",15-Jul-11,Drama
The Robber,29-Apr-11,"Biography,Drama,Sport,Crime"
Protocols of Zion,21-Oct-05,Documentary
The Strange Ones,5-Jan-18,"Drama,Thriller"
Proxy,18-Apr-14,"Drama,Thriller,Horror"
Coco Chanel & Igor Stravinsky,11-Jun-10,"Drama,Romance"
Bloodsucking Bastards,4-Sep-15,"Horror,Comedy"
Road Hard,6-Mar-15,Comedy
1945,1-Nov-17,Drama
Our Brand Is Crisis,1-Mar-06,Documentary
Deadline,4-Jun-04,Documentary
The King's Choice,22-Sep-17,"Biography,Drama,History,War"
Concussion,4-Oct-13,Drama
Plastic,26-Sep-14,"Action,Drama,Comedy,Crime"
The Killer,1-Sep-90,"Action,Drama,Thriller,Crime"
The Pearl Button,23-Oct-15,Documentary
My Joy,30-Sep-11,Drama
Police Story (1985),9-Mar-18,"Action,Thriller,Comedy,Crime"
Fifi Howls from Happiness,8-Aug-14,Documentary
Brian Banks,9-Aug-19,"Biography,Drama,Sport"
The Berlin File,15-Feb-13,"Action,Drama,Thriller"
Mad As Hell,6-Feb-15,"Biography,Drama,History,Comedy,Documentary"
Give Me Liberty,23-Aug-19,Comedy
La Sapienza,20-Mar-15,Drama
Tehran Taboo,14-Feb-18,"Drama,Animation"
The Big Picture,12-Oct-12,Drama
The Towering Inferno,17-Dec-74,"Action,Drama,Thriller"
What Our Fathers Did: A Nazi Legacy,6-Nov-15,Documentary
The China Hustle,30-Mar-18,Documentary
American Me,13-Mar-92,"Biography,Drama,Romance,Crime"
The Whale,23-Sep-11,Documentary
Futuro Beach,27-Feb-15,Drama
Beneath the Harvest Sky,2-May-14,Drama
Prince of Broadway,3-Sep-10,Drama
A Little Help,22-Jul-11,"Drama,Comedy"
Pusher (2012),26-Oct-12,"Action,Drama,Thriller,Crime"
Murder of a Cat,5-Dec-14,"Thriller,Comedy"
The Dark Knight,18-Jul-08,"Action,Drama,Thriller,Crime"
Django Unchained,25-Dec-12,"Action,Adventure,Drama,Crime,Western"
Birdman or (The Unexpected Virtue of Ignorance),17-Oct-14,"Drama,Comedy"
Harry Potter and the Deathly Hallows: Part 2,15-Jul-11,"Adventure,Mystery,Fantasy"
Star Trek Into Darkness,15-May-13,"Action,Adventure,Sci-Fi,Thriller"
Casino Royale,17-Nov-06,"Action,Adventure,Thriller"
Forrest Gump,6-Jul-94,"Drama,Romance"
World War Z,21-Jun-13,"Action,Adventure,Sci-Fi,Drama,Thriller,Horror"
Silver Linings Playbook,16-Nov-12,"Drama,Comedy,Romance"
Toy Story,22-Nov-95,"Adventure,Fantasy,Comedy,Animation,Family"
The Hangover,5-Jun-09,"Comedy,Crime"
Big Hero 6,7-Nov-14,"Action,Adventure,Sci-Fi,Comedy,Animation,Family"
The Last Airbender,1-Jul-10,"Action,Adventure,Fantasy,Family"
(500) Days of Summer,17-Jul-09,"Drama,Comedy,Romance"
The King's Speech,26-Nov-10,"Drama,History"
Alice in Wonderland,5-Mar-10,"Adventure,Fantasy,Family"
Quantum of Solace,14-Nov-08,"Action,Adventure,Thriller"
Despicable Me,9-Jul-10,"Comedy,Animation,Family"
Fantastic Beasts: The Crimes of Grindelwald,16-Nov-18,"Adventure,Fantasy,Family"
Bridge of Spies,16-Oct-15,"Biography,Drama,History,Thriller"
Chronicle,3-Feb-12,"Action,Sci-Fi,Drama,Thriller,Horror"
Pride & Prejudice,11-Nov-05,"Drama,Romance"
Let the Right One In,24-Oct-08,"Drama,Mystery,Thriller,Fantasy,Horror,Romance"
Charlie and the Chocolate Factory,15-Jul-05,"Adventure,Fantasy,Comedy,Family"
Tomorrowland,22-May-15,"Action,Adventure,Sci-Fi,Mystery,Family"
Bumblebee,21-Dec-18,"Action,Adventure,Sci-Fi"
The Fault in Our Stars,6-Jun-14,"Drama,Romance"
Neighbors,9-May-14,Comedy
Spring Breakers,15-Mar-13,"Drama,Thriller,Comedy,Crime"
Side Effects,8-Feb-13,"Drama,Thriller,Crime"
Ralph Breaks the Internet,21-Nov-18,"Adventure,Sci-Fi,Fantasy,Comedy,Animation,Family"
Michael Clayton,5-Oct-07,"Drama,Mystery,Thriller,Crime"
War Horse,25-Dec-11,War
Cast Away,22-Dec-00,"Adventure,Drama"
Wind River,4-Aug-17,"Action,Drama,Mystery,Thriller,Crime"
Mud,26-Apr-13,Drama
Epic Movie,26-Jan-07,"Adventure,Comedy"
Gangs of New York,20-Dec-02,"Drama,History,Crime"
Rocketman,31-May-19,"Biography,Drama,Fantasy,Music,Musical"
Alien: Resurrection,26-Nov-97,"Action,Sci-Fi,Thriller"
The Heat,28-Jun-13,"Action,Comedy,Crime"
The Karate Kid,11-Jun-10,"Action,Drama,Sport,Family"
Paranormal Activity 2,22-Oct-10,"Mystery,Thriller,Horror"
Wallace & Gromit: The Curse of the Were-Rabbit,5-Oct-05,"Adventure,Comedy,Animation,Family"
Unfriended,17-Apr-15,"Thriller,Horror"
Who Framed Roger Rabbit,21-Jun-88,"Mystery,Fantasy,Comedy,Crime,Animation,Family"
Annabelle: Creation,11-Aug-17,"Mystery,Thriller,Horror"
Crazy Rich Asians,15-Aug-18,"Comedy,Romance"
Psycho,8-Sep-60,"Mystery,Thriller,Horror"
Hairspray,20-Jul-07,"Comedy,Romance,Musical"
Funny People,31-Jul-09,"Drama,Comedy"
Revolutionary Road,26-Dec-08,"Drama,Romance"
The BFG,1-Jul-16,"Adventure,Fantasy,Family"
Piranha 3-D,20-Aug-10,"Action,Thriller,Horror,Comedy"
Fahrenheit 9/11,23-Jun-04,"History,War,Documentary"
A Single Man,11-Dec-09,Drama
Once Upon a Time in the West (re-release),30-Sep-05,Western
13 Assassins,29-Apr-11,Action
Chicken Little,4-Nov-05,"Adventure,Sci-Fi,Comedy,Animation,Family"
Frances Ha,17-May-13,"Drama,Comedy"
Blades of Glory,30-Mar-07,"Sport,Comedy,Romance"
Thank You for Smoking,17-Mar-06,"Drama,Comedy"
The Good Shepherd,22-Dec-06,"Drama,Thriller"
Deuce Bigalow: European Gigolo,12-Aug-05,Comedy
No Strings Attached,21-Jan-11,"Comedy,Romance"
Ghost World,20-Jul-01,"Drama,Comedy"
Thelma & Louise,24-May-91,"Drama,Thriller,Crime"
Hereafter,15-Oct-10,"Drama,Thriller,Fantasy"
Bronson,9-Oct-09,"Action,Biography,Drama,Thriller,Crime"
Killer Joe,27-Jul-12,"Drama,Thriller,Comedy,Crime"
Nymphomaniac: Volume II,4-Apr-14,"Drama,Mystery"
Sisters,18-Dec-15,Comedy
Robin Hood,21-Nov-18,"Action,Adventure,Biography,Drama,Thriller"
Point Break,25-Dec-15,"Action,Sport,Thriller,Crime"
The Patriot,28-Jun-00,"Action,Drama,War"
Austin Powers in Goldmember,26-Jul-02,"Action,Adventure,Comedy,Crime"
Get Shorty,25-Oct-95,"Thriller,Comedy,Crime"
A Fish Called Wanda,29-Jul-88,"Comedy,Crime"
The Guard,29-Jul-11,"Thriller,Comedy"
Wolf Creek,25-Dec-05,"Thriller,Horror"
Martha Marcy May Marlene,21-Oct-11,"Drama,Thriller"
Walk Hard: The Dewey Cox Story,21-Dec-07,"Comedy,Music"
Animal Kingdom,13-Aug-10,"Drama,Crime"
Miss Sloane,25-Nov-16,"Drama,Thriller"
The Night Before,20-Nov-15,Comedy
Twister,10-May-96,"Action,Adventure,Drama,Thriller"
Blumhouse's Truth or Dare,13-Apr-18,"Thriller,Horror"
Dogtooth,25-Jun-10,Drama
Happy Death Day 2U,14-Feb-19,"Sci-Fi,Drama,Mystery,Thriller,Horror,Comedy"
Insidious: The Last Key,5-Jan-18,"Drama,Mystery,Thriller,Horror"
The Second Mother,28-Aug-15,Drama
"Lust, Caution",28-Sep-07,"Drama,Thriller,Romance,War"
Like Crazy,28-Oct-11,"Drama,Romance"
Cosmopolis,17-Aug-12,Drama
Loveless,1-Dec-17,Drama
W.,17-Oct-08,"Biography,Drama"
The Boss,8-Apr-16,Comedy
A Silent Voice,20-Oct-17,"Drama,Romance,Animation"
Babe,4-Aug-95,"Adventure,Drama,Fantasy,Family"
Broken City,18-Jan-13,"Drama,Thriller,Crime"
Curse of the Golden Flower,21-Dec-06,"Action,Drama,Romance"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10-Oct-14,"Comedy,Family"
Appaloosa,19-Sep-08,"Action,Drama,Crime,Western"
Rough Night,16-Jun-17,"Drama,Comedy"
The Fog,14-Oct-05,"Action,Mystery,Thriller,Horror"
The Grandmaster,23-Aug-13,"Action,Biography,Drama"
The Curse of La Llorona,19-Apr-19,"Mystery,Thriller,Horror"
The Heartbreak Kid,5-Oct-07,"Comedy,Romance"
Because I Said So,2-Feb-07,"Comedy,Romance"
Kurt Cobain: Montage of Heck,24-Apr-15,"Biography,Music,Documentary"
We Were Soldiers,1-Mar-02,"Action,History,War"
We Are Your Friends,28-Aug-15,"Drama,Romance,Music"
Margot at the Wedding,16-Nov-07,"Drama,Comedy"
The Man Who Wasn't There,31-Oct-01,"Drama,Crime"
From Up on Poppy Hill,15-Mar-13,"Drama,Animation,Family"
Vox Lux,7-Dec-18,"Drama,Music,Musical"
The Bye Bye Man,13-Jan-17,"Thriller,Horror"
Kirk Cameron's Saving Christmas,14-Nov-14,"Comedy,Family"
Byzantium,28-Jun-13,"Drama,Thriller,Fantasy,Horror"
Lady Vengeance,28-Apr-06,"Drama,Thriller,Crime"
Lost Souls,13-Oct-00,"Drama,Thriller,Horror"
The To Do List,26-Jul-13,"Comedy,Romance"
World's Greatest Dad,21-Aug-09,"Drama,Comedy"
Adrift,1-Jun-18,"Action,Adventure,Drama,Thriller,Romance"
The Last Temptation of Christ,12-Aug-88,Drama
Apollo 11,1-Mar-19,"History,Documentary"
Night Watch: Nochnoi Dozor,17-Feb-06,"Action,Fantasy"
All Eyez on Me,16-Jun-17,"Biography,Drama,Music"
They Shall Not Grow Old,17-Dec-18,"History,War,Documentary"
Promised Land,28-Dec-12,Drama
Smiley,12-Oct-12,"Drama,Thriller,Horror"
Black Sea,23-Jan-15,"Adventure,Thriller"
Breaking the Waves,13-Nov-96,"Drama,Romance"
The Last Kiss,15-Sep-06,"Drama,Comedy,Romance"
Dolphin Tale,23-Sep-11,Drama
Days of Thunder,27-Jun-90,"Action,Drama,Sport,Romance"
Jane Got a Gun,29-Jan-16,"Action,Drama,Western"
Albert Nobbs,21-Dec-11,Drama
Night Moves,30-May-14,"Drama,Thriller"
Anon,4-May-18,"Sci-Fi,Thriller"
Cop Car,7-Aug-15,Thriller
Dragged Across Concrete,22-Mar-19,"Action,Adventure,Drama,Mystery,Thriller,Crime"
Free Willy,16-Jul-93,"Adventure,Drama,Family"
What Would Jesus Buy?,16-Nov-07,"Comedy,Documentary"
Mary and The Witch's Flower,19-Jan-18,"Adventure,Fantasy,Animation,Family"
The Water Horse,25-Dec-07,"Adventure,Fantasy,Family"
Stalingrad,28-Feb-14,"Action,War"
Krisha,18-Mar-16,"Drama,Comedy,Family"
Sleeping with Other People,11-Sep-15,Comedy
Blinded by the Light,16-Aug-19,"Biography,Drama,Comedy,Music,Musical"
Osmosis Jones,10-Aug-01,"Action,Adventure,Thriller,Fantasy,Comedy,Crime,Animation"
"Yours, Mine and Ours",23-Nov-05,"Comedy,Romance,Family"
Furry Vengeance,30-Apr-10,"Comedy,Family"
Short Cuts,3-Oct-93,"Drama,Comedy"
Beirut,11-Apr-18,"Drama,Thriller"
8 Heads in a Duffel Bag,18-Apr-97,"Comedy,Crime"
Brad's Status,15-Sep-17,"Drama,Comedy,Music"
Hercules,27-Jun-97,"Adventure,Fantasy,Comedy,Romance,Animation,Family,Musical"
The Powerpuff Girls,3-Jul-02,"Action,Adventure,Drama,Fantasy,Comedy,Animation,Family"
The Recruit,31-Jan-03,"Action,Thriller"
The Player,3-Apr-92,"Drama,Mystery,Thriller,Comedy,Romance,Crime"
Indignation,29-Jul-16,Drama
Something's Gotta Give,12-Dec-03,"Comedy,Romance"
Missing Link,12-Apr-19,"Adventure,Fantasy,Comedy,Animation,Family"
The General's Daughter,18-Jun-99,"Drama,Mystery,Thriller,Crime,War"
Kidnap,4-Aug-17,"Action,Drama,Mystery,Thriller"
Bleed for This,18-Nov-16,"Biography,Drama,Sport"
Elvis & Nixon,22-Apr-16,"History,Comedy"
U-571,21-Apr-00,"Action,Drama,War"
Winged Migration,18-Apr-03,Documentary
The Birdcage,8-Mar-96,Comedy
Alex Rider: Operation Stormbreaker,13-Oct-06,"Action,Adventure,Family"
The Grapes of Wrath,15-Mar-40,"Drama,History"
Network,14-Nov-76,Drama
Between Two Ferns: The Movie,20-Sep-19,Comedy
Center Stage,12-May-00,"Drama,Music"
Rage,11-Jul-14,"Action,Thriller,Crime"
Minding the Gap,17-Aug-18,Documentary
Vera Drake,10-Oct-04,"Drama,Crime"
Sound City,31-Jan-13,"Music,Documentary"
Black Sheep,22-Jun-07,"Horror,Comedy"
Deliver Us from Evil,13-Oct-06,"Crime,Documentary"
Encounters at the End of the World,11-Jun-08,Documentary
Son of Rambow,2-May-08,"Drama,Comedy,Family"
Mirai,30-Nov-18,"Adventure,Drama,Fantasy,Animation,Family"
Venus in Fur,20-Jun-14,Drama
Beyond Skyline,15-Dec-17,"Action,Adventure,Sci-Fi,Thriller,Horror"
The Wild Parrots of Telegraph Hill,11-Feb-05,Documentary
Coco Before Chanel,25-Sep-09,"Biography,Drama"
Barely Lethal,29-May-15,"Action,Adventure,Comedy"
Bloody Sunday,4-Oct-02,"Drama,History,War"
Tracks,19-Sep-14,"Adventure,Biography,Drama"
Dolphin Tale 2,12-Sep-14,"Drama,Family"
Touching the Void,23-Jan-04,"Adventure,Drama,Sport,Documentary"
The Yellow Sea,2-Dec-11,"Drama,Thriller,Crime"
A River Runs Through It,9-Oct-92,Drama
Better Luck Tomorrow,11-Apr-03,"Drama,Crime"
A War,12-Feb-16,"Drama,War"
Thunderball,22-Dec-65,"Action,Adventure,Thriller"
Tyler Perry's The Single Moms Club,14-Mar-14,"Drama,Comedy"
Howards End,13-Mar-92,"Drama,Romance"
How to Survive a Plague,21-Sep-12,"History,Documentary,News"
C.S.A.: The Confederate States of America,15-Feb-06,"Drama,Comedy"
Young Frankenstein,15-Dec-74,Comedy
Like Someone in Love,15-Feb-13,Drama
Particle Fever,5-Mar-14,Documentary
Forbidden Lie$,3-Apr-09,"Drama,Documentary"
Nothing But the Truth,17-Dec-08,"Drama,Thriller"
Action Point,1-Jun-18,"Action,Adventure,Comedy"
Quinceañera,4-Aug-06,Drama
Uncle Drew,29-Jun-18,"Sport,Comedy"
Bodied,2-Nov-18,"Drama,Comedy,Music"
Terri,1-Jul-11,Comedy
Factotum,18-Aug-06,"Drama,Comedy,Romance"
The Selfish Giant,20-Dec-13,Drama
Sleep Tight,26-Oct-12,"Thriller,Horror"
The Boy Who Harnessed the Wind,1-Mar-19,Drama
Borg vs. McEnroe,13-Apr-18,"Biography,Drama,Sport"
You Only Live Twice,13-Jun-67,"Action,Adventure,Thriller"
Big Night,20-Sep-96,Drama
Little Fish,24-Feb-06,"Drama,Thriller,Romance,Crime"
Higher Ground,26-Aug-11,Drama
The Woman,14-Oct-11,"Drama,Thriller,Crime"
The Best Years of Our Lives,25-Dec-46,"Drama,Romance,War"
Like Father,3-Aug-18,"Drama,Comedy"
The Son of No One,4-Nov-11,"Action,Thriller,Crime"
Sweet Land,18-Oct-06,"Drama,Romance"
The Invisible War,22-Jun-12,"Drama,History,Crime,Documentary"
Boy,2-Mar-12,"Drama,Comedy"
Beneath the Planet of the Apes,26-May-70,"Action,Adventure,Sci-Fi"
Rob the Mob,21-Mar-14,"Drama,Crime"
Dominion: Prequel to the Exorcist,20-May-05,"Thriller,Horror"
Alps,13-Jul-12,Drama
The Sisterhood of the Traveling Pants 2,6-Aug-08,"Drama,Comedy,Romance"
It Happened One Night,22-Feb-34,"Comedy,Romance"
Rosetta,5-Nov-99,Drama
The Seagull,11-May-18,Drama
Vanity Fair,1-Sep-04,"Drama,Romance"
Kung Fu Yoga,27-Jan-17,"Action,Adventure,Mystery,Comedy"
44 Inch Chest,15-Jan-10,"Drama,Crime"
Beats Rhymes & Life: The Travels of a Tribe Called Quest,8-Jul-11,"Music,Documentary"
Simon Killer,5-Apr-13,Drama
Down a Dark Hall,17-Aug-18,"Drama,Thriller,Fantasy,Horror"
Thunder and the House of Magic,5-Sep-14,"Adventure,Fantasy,Comedy,Animation,Family"
Marwencol,8-Oct-10,Documentary
Nanking,12-Dec-07,"History,War,Documentary"
Countdown to Zero,23-Jul-10,Documentary
Interview,13-Jul-07,"Drama,Music"
ABCs of Death 2,31-Oct-14,"Horror,Comedy"
God's Pocket,9-May-14,Drama
Henry's Crime,8-Apr-11,Comedy
Harmontown,3-Oct-14,Documentary
Shadow Dancer,31-May-13,"Drama,Thriller"
Potiche,25-Mar-11,Comedy
Michael,15-Feb-12,Drama
Diablo,8-Jan-16,"Action,Adventure,Thriller,Western"
Sleepover,9-Jul-04,Comedy
Stonewall,25-Sep-15,"Drama,History,Romance"
The Kingdom of Dreams and Madness,28-Nov-14,Documentary
Teacher's Pet,16-Jan-04,"Fantasy,Comedy,Animation,Family,Musical"
Post Tenebras Lux,1-May-13,Drama
So Close,12-Sep-03,"Action,Adventure,Drama,Thriller,Comedy,Romance,Crime"
I'll Sleep When I'm Dead,18-Jun-04,"Drama,Mystery,Thriller,Crime"
Family Weekend,29-Mar-13,"Drama,Comedy,Family"
Deliverance,21-Jul-72,"Adventure,Drama,Thriller"
Kandahar,14-Dec-01,"Biography,Drama,War"
Travelers and Magicians,28-Jan-05,"Adventure,Drama"
La Moustache,24-May-06,"Drama,Mystery,Thriller"
The Return of the Living Dead,16-Aug-85,"Sci-Fi,Horror,Comedy"
A Birder's Guide to Everything,21-Mar-14,Comedy
The Cake Eaters,13-Mar-09,"Drama,Romance"
Adult Beginners,24-Apr-15,"Drama,Comedy"
Fireworks,3-Jul-18,"Sci-Fi,Drama,Fantasy,Romance,Animation,Family"
Mea Maxima Culpa: Silence in the House of God,16-Nov-12,Documentary
The Internet's Own Boy: The Story of Aaron Swartz,27-Jun-14,"Biography,Crime,Documentary,News"
Arachnophobia,18-Jul-90,"Thriller,Fantasy,Horror,Comedy"
Paper Clips,24-Nov-04,"War,Documentary"
Tumbledown,5-Feb-16,"Comedy,Romance,Music"
The Hole,28-Sep-12,"Adventure,Thriller,Fantasy"
Dare,13-Nov-09,Drama
Gleason,29-Jul-16,Documentary
Bukowski: Born into This,28-May-04,"Biography,Documentary"
The Eagle Huntress,2-Nov-16,"Adventure,Sport,Family,Documentary"
Waking Sleeping Beauty,26-Mar-10,Documentary
Our Souls at Night,29-Sep-17,"Drama,Romance"
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,7-Jul-06,"Sport,Documentary"
Plus One,14-Jun-19,"Drama,Comedy,Romance"
Woodshock,22-Sep-17,"Drama,Thriller"
Drive Hard,3-Oct-14,"Action,Comedy,Crime"
ShowBusiness: The Road to Broadway,11-May-07,Documentary
Crime After Crime,1-Jul-11,"Biography,Crime,Documentary,News"
Unexpected,24-Jul-15,"Drama,Comedy"
Mean Dreams,17-Mar-17,Thriller
P.S.,15-Oct-04,"Drama,Fantasy,Comedy,Romance"
Welcome to Leith,9-Sep-15,"Thriller,Documentary"
Live-In Maid,18-Jul-07,Drama
Lu Over the Wall,11-May-18,"Adventure,Fantasy,Comedy,Music,Animation,Family"
Orwell Rolls in His Grave,23-Jul-04,Documentary
Black Nativity,27-Nov-13,"Drama,Musical"
Unbroken: Path to Redemption,14-Sep-18,"Biography,Drama"
The Betrayal - Nerakhoon,21-Nov-08,Documentary
The Hidden Blade,23-Jun-06,"Drama,Romance"
Mad Detective,18-Jul-08,"Action,Thriller,Crime"
The Valet,20-Apr-07,"Drama,Comedy"
Oscar and Lucinda,31-Dec-97,"Drama,Romance"
